Town,YearMonth,Rainfall_mm
Mwatate,2022-05,22.1
Mwatate,2022-06,3.7
Mwatate,2022-07,14.1
Mwatate,2022-08,21.0
Mwatate,2022-09,15.9
Mwatate,2022-10,20.1
Mwatate,2022-11,119.3
Mwatate,2022-12,55.199999999999996
Mwatate,2023-01,17.400000000000002
Mwatate,2023-02,4.4
Mwatate,2023-03,45.5
Mwatate,2023-04,168.2
Mwatate,2023-05,74.7
Mwatate,2023-06,28.6
Mwatate,2023-07,18.8
Mwatate,2023-08,26.7
Mwatate,2023-09,67.5
Mwatate,2023-10,106.7
Mwatate,2023-11,353.4
Mwatate,2023-12,105.8
Mwatate,2024-01,84.2
Mwatate,2024-02,39.8
Mwatate,2024-03,107.8
Mwatate,2024-04,155.5
Mwatate,2024-05,37.9
Mwatate,2024-06,24.000000000000004
Mwatate,2024-07,9.9
Mwatate,2024-08,46.3
Mwatate,2024-09,23.5
Mwatate,2024-10,54.5
Mwatate,2024-11,118.0
Mwatate,2024-12,114.3
Nairobi,2022-01,22.5
Nairobi,2022-02,15.1
Nairobi,2022-03,9.5
Nairobi,2022-04,94.8
Nairobi,2022-05,30.6
Nairobi,2022-06,18.0
Nairobi,2022-07,13.9
Nairobi,2022-08,26.5
Nairobi,2022-09,22.7
Nairobi,2022-10,17.3
Nairobi,2022-11,127.4
Nairobi,2022-12,53.0
Nairobi,2023-01,11.0
Nairobi,2023-02,2.5999999999999996
Nairobi,2023-03,71.0
Nairobi,2023-04,158.6
Nairobi,2023-05,88.5
Nairobi,2023-06,24.2
Nairobi,2023-07,7.0
Nairobi,2023-08,14.200000000000001
Nairobi,2023-09,28.6
Nairobi,2023-10,56.7
Nairobi,2023-11,183.9
Nairobi,2023-12,36.2
Nairobi,2024-01,82.9
Nairobi,2024-02,27.8
Nairobi,2024-03,35.5
Nairobi,2024-04,177.8
Nairobi,2024-05,79.8
Nairobi,2024-06,25.7
Nairobi,2024-07,51.8
Nairobi,2024-08,15.8
Nairobi,2024-09,22.1
Nairobi,2024-10,35.4
Nairobi,2024-11,129.0
Nairobi,2024-12,71.39999999999999
Nakuru,2022-01,24.999999999999996
Nakuru,2022-02,18.8
Nakuru,2022-03,7.8
Nakuru,2022-04,99.4
Nakuru,2022-05,90.0
Nakuru,2022-06,22.099999999999998
Nakuru,2022-07,35.4
Nakuru,2022-08,73.7
Nakuru,2022-09,90.5
Nakuru,2022-10,45.0
Nakuru,2022-11,144.5
Nakuru,2022-12,47.3
Nakuru,2023-01,3.3
Nakuru,2023-02,0.4
Nakuru,2023-03,100.4
Nakuru,2023-04,130.4
Nakuru,2023-05,23.900000000000002
Nakuru,2023-06,9.9
Nakuru,2023-07,8.9
Nakuru,2023-08,26.4
Nakuru,2023-09,82.89999999999999
Nakuru,2023-10,40.3
Nakuru,2023-11,201.1
Nakuru,2023-12,28.1
Nakuru,2024-01,109.10000000000001
Nakuru,2024-02,45.1
Nakuru,2024-03,22.6
Nakuru,2024-04,253.9
Nakuru,2024-05,98.5
Nakuru,2024-06,9.7
Nakuru,2024-07,92.9
Nakuru,2024-08,49.0
Nakuru,2024-09,60.1
Nakuru,2024-10,43.9
Nakuru,2024-11,134.8
Nakuru,2024-12,22.6
Nandi Hills,2022-01,54.8
Nandi Hills,2022-02,82.1
Nandi Hills,2022-03,52.4
Nandi Hills,2022-04,178.5
Nandi Hills,2022-05,135.6
Nandi Hills,2022-06,96.7
Nandi Hills,2022-07,158.5
Nandi Hills,2022-08,304.09999999999997
Nandi Hills,2022-09,155.8
Nandi Hills,2022-10,99.4
Nandi Hills,2022-11,178.5
Nandi Hills,2022-12,69.1
Nandi Hills,2023-01,3.3
Nandi Hills,2023-02,1.6
Nandi Hills,2023-03,194.20000000000002
Nandi Hills,2023-04,230.9
Nandi Hills,2023-05,93.8
Nandi Hills,2023-06,97.8
Nandi Hills,2023-07,75.2
Nandi Hills,2023-08,97.4
Nandi Hills,2023-09,139.4
Nandi Hills,2023-10,134.7
Nandi Hills,2023-11,207.4
Nandi Hills,2023-12,90.9
Nandi Hills,2024-01,199.70000000000002
Nandi Hills,2024-02,52.9
Nandi Hills,2024-03,48.900000000000006
Nandi Hills,2024-04,247.1
Nandi Hills,2024-05,129.6
Nandi Hills,2024-06,49.9
Nandi Hills,2024-07,149.1
Nandi Hills,2024-08,130.29999999999998
Nandi Hills,2024-09,103.4
Nandi Hills,2024-10,107.4
Nandi Hills,2024-11,224.4
Nandi Hills,2024-12,101.5
Narok,2022-01,54.4
Narok,2022-02,103.3
Narok,2022-03,8.2
Narok,2022-04,85.0
Narok,2022-05,36.6
Narok,2022-06,10.5
Narok,2022-07,15.5
Narok,2022-08,18.4
Narok,2022-09,50.5
Narok,2022-10,6.3999999999999995
Narok,2022-11,104.9
Narok,2022-12,66.7
Narok,2023-01,2.6
Narok,2023-02,1.7
Narok,2023-03,110.6
Narok,2023-04,100.8
Narok,2023-05,45.4
Narok,2023-06,12.0
Narok,2023-07,5.3
Narok,2023-08,4.9
Narok,2023-09,44.3
Narok,2023-10,15.6
Narok,2023-11,171.5
Narok,2023-12,73.8
Narok,2024-01,204.1
Narok,2024-02,26.7
Narok,2024-03,46.6
Narok,2024-04,223.4
Narok,2024-05,86.8
Narok,2024-06,8.1
Narok,2024-07,48.7
Narok,2024-08,4.3
Narok,2024-09,48.699999999999996
Narok,2024-10,35.5
Narok,2024-11,117.8
Narok,2024-12,92.3
Ngong,2022-01,43.5
Ngong,2022-02,60.7
Ngong,2022-03,10.9
Ngong,2022-04,90.4
Ngong,2022-05,34.5
Ngong,2022-06,18.1
Ngong,2022-07,14.5
Ngong,2022-08,24.9
Ngong,2022-09,29.5
Ngong,2022-10,14.8
Ngong,2022-11,66.5
Ngong,2022-12,42.0
Ngong,2023-01,8.5
Ngong,2023-02,1.6
Ngong,2023-03,103.2
Ngong,2023-04,162.20000000000002
Ngong,2023-05,59.3
Ngong,2023-06,30.3
Ngong,2023-07,7.9
Ngong,2023-08,14.4
Ngong,2023-09,35.4
Ngong,2023-10,34.7
Ngong,2023-11,155.9
Ngong,2023-12,24.7
Ngong,2024-01,133.70000000000002
Ngong,2024-02,23.8
Ngong,2024-03,44.2
Ngong,2024-04,219.5
Ngong,2024-05,84.6
Ngong,2024-06,29.2
Ngong,2024-07,56.199999999999996
Ngong,2024-08,13.2
Ngong,2024-09,59.4
Ngong,2024-10,36.0
Ngong,2024-11,90.6
Ngong,2024-12,58.0
Nyamira,2022-01,57.300000000000004
Nyamira,2022-02,46.0
Nyamira,2022-03,54.4
Nyamira,2022-04,237.1
Nyamira,2022-05,136.2
Nyamira,2022-06,43.3
Nyamira,2022-07,34.7
Nyamira,2022-08,169.1
Nyamira,2022-09,91.9
Nyamira,2022-10,90.7
Nyamira,2022-11,198.20000000000002
Nyamira,2022-12,126.4
Nyamira,2023-01,3.4
Nyamira,2023-02,10.8
Nyamira,2023-03,202.1
Nyamira,2023-04,308.9
Nyamira,2023-05,65.9
Nyamira,2023-06,81.9
Nyamira,2023-07,40.0
Nyamira,2023-08,80.6
Nyamira,2023-09,153.5
Nyamira,2023-10,156.8
Nyamira,2023-11,287.2
Nyamira,2023-12,114.4
Nyamira,2024-01,130.9
Nyamira,2024-02,49.1
Nyamira,2024-03,87.4
Nyamira,2024-04,272.3
Nyamira,2024-05,126.7
Nyamira,2024-06,50.300000000000004
Nyamira,2024-07,99.6
Nyamira,2024-08,96.0
Nyamira,2024-09,101.4
Nyamira,2024-10,179.1
Nyamira,2024-11,284.8
Nyamira,2024-12,102.8
Nyeri,2022-01,12.7
Nyeri,2022-02,47.9
Nyeri,2022-03,42.4
Nyeri,2022-04,145.1
Nyeri,2022-05,84.3
Nyeri,2022-06,49.8
Nyeri,2022-07,66.1
Nyeri,2022-08,71.9
Nyeri,2022-09,86.0
Nyeri,2022-10,34.4
Nyeri,2022-11,174.6
Nyeri,2022-12,96.89999999999999
Nyeri,2023-01,13.5
Nyeri,2023-02,5.4
Nyeri,2023-03,85.0
Nyeri,2023-04,190.4
Nyeri,2023-05,113.4
Nyeri,2023-06,62.4
Nyeri,2023-07,45.8
Nyeri,2023-08,48.1
Nyeri,2023-09,66.4
Nyeri,2023-10,90.1
Nyeri,2023-11,254.29999999999998
Nyeri,2023-12,74.8
Nyeri,2024-01,96.8
Nyeri,2024-02,54.4
Nyeri,2024-03,76.89999999999999
Nyeri,2024-04,239.6
Nyeri,2024-05,185.3
Nyeri,2024-06,35.4
Nyeri,2024-07,73.0
Nyeri,2024-08,57.8
Nyeri,2024-09,42.4
Nyeri,2024-10,53.699999999999996
Nyeri,2024-11,168.1
Nyeri,2024-12,51.4
Ol Kalou,2022-01,9.6
Ol Kalou,2022-02,5.4
Ol Kalou,2022-03,5.0
Ol Kalou,2022-04,88.5
Ol Kalou,2022-05,32.7
Ol Kalou,2022-06,34.3
Ol Kalou,2022-07,35.7
Ol Kalou,2022-08,114.0
Ol Kalou,2022-09,130.6
Ol Kalou,2022-10,23.2
Ol Kalou,2022-11,72.4
Ol Kalou,2022-12,19.0
Ol Kalou,2023-01,2.7
Ol Kalou,2023-02,0.8
Ol Kalou,2023-03,50.2
Ol Kalou,2023-04,152.9
Ol Kalou,2023-05,47.1
Ol Kalou,2023-06,31.5
Ol Kalou,2023-07,21.4
Ol Kalou,2023-08,31.8
Ol Kalou,2023-09,113.3
Ol Kalou,2023-10,104.9
Ol Kalou,2023-11,132.1
Ol Kalou,2023-12,18.8
Ol Kalou,2024-01,32.5
Ol Kalou,2024-02,12.0
Ol Kalou,2024-03,6.0
Ol Kalou,2024-04,213.6
Ol Kalou,2024-05,134.9
Ol Kalou,2024-06,24.0
Ol Kalou,2024-07,146.4
Ol Kalou,2024-08,107.6
Ol Kalou,2024-09,60.4
Ol Kalou,2024-10,96.4
Ol Kalou,2024-11,95.9
Ol Kalou,2024-12,12.3
Ongata Rongai,2022-01,20.9
Ongata Rongai,2022-02,12.799999999999999
Ongata Rongai,2022-03,12.8
Ongata Rongai,2022-04,71.7
Ongata Rongai,2022-05,25.2
Ongata Rongai,2022-06,13.8
Ongata Rongai,2022-07,9.4
Ongata Rongai,2022-08,17.3
Ongata Rongai,2022-09,21.6
Ongata Rongai,2022-10,14.5
Ongata Rongai,2022-11,104.9
Ongata Rongai,2022-12,40.6
Ongata Rongai,2023-01,9.3
Ongata Rongai,2023-02,1.3
Ongata Rongai,2023-03,61.0
Ongata Rongai,2023-04,155.0
Ongata Rongai,2023-05,83.4
Ongata Rongai,2023-06,37.8
Ongata Rongai,2023-07,5.0
Ongata Rongai,2023-08,9.1
Ongata Rongai,2023-09,30.5
Ongata Rongai,2023-10,52.8
Ongata Rongai,2023-11,170.70000000000002
Ongata Rongai,2023-12,30.5
Ongata Rongai,2024-01,78.8
Ongata Rongai,2024-02,24.900000000000002
Ongata Rongai,2024-03,33.3
Ongata Rongai,2024-04,135.3
Ongata Rongai,2024-05,59.6
Ongata Rongai,2024-06,17.6
Ongata Rongai,2024-07,45.3
Ongata Rongai,2024-08,15.2
Ongata Rongai,2024-09,17.1
Ongata Rongai,2024-10,23.3
Ongata Rongai,2024-11,120.1
Ongata Rongai,2024-12,73.3
Ramu,2022-01,0.9
Ramu,2022-02,0.0
Ramu,2022-03,10.6
Ramu,2022-04,38.3
Ramu,2022-05,11.2
Ramu,2022-06,22.5
Ramu,2022-07,4.199999999999999
Ramu,2022-08,4.1000000000000005
Ramu,2022-09,4.9
Ramu,2022-10,65.4
Ramu,2022-11,11.7
Ramu,2022-12,2.2
Ramu,2023-01,11.3
Ramu,2023-02,0.0
Ramu,2023-03,92.0
Ramu,2023-04,90.6
Ramu,2023-05,13.8
Ramu,2023-06,3.0999999999999996
Ramu,2023-07,6.8
Ramu,2023-08,4.7
Ramu,2023-09,1.5
Ramu,2023-10,170.5
Ramu,2023-11,194.0
Ramu,2023-12,2.0
Ramu,2024-01,0.30000000000000004
Ramu,2024-02,0.4
Ramu,2024-03,42.8
Ramu,2024-04,137.8
Ramu,2024-05,44.199999999999996
Ramu,2024-06,4.3999999999999995
Ramu,2024-07,18.9
Ramu,2024-08,17.9
Ramu,2024-09,3.4
Ramu,2024-10,17.7
Ramu,2024-11,62.4
Ramu,2024-12,0.7000000000000001
Rumuruti,2022-01,22.2
Rumuruti,2022-02,5.2
Rumuruti,2022-03,13.0
Rumuruti,2022-04,50.8
Rumuruti,2022-05,26.1
Rumuruti,2022-06,28.2
Rumuruti,2022-07,30.799999999999997
Rumuruti,2022-08,138.4
Rumuruti,2022-09,82.3
Rumuruti,2022-10,15.600000000000001
Rumuruti,2022-11,68.4
Rumuruti,2022-12,26.4
Rumuruti,2023-01,16.700000000000003
Rumuruti,2023-02,0.30000000000000004
Rumuruti,2023-03,80.4
Rumuruti,2023-04,140.8
Rumuruti,2023-05,29.400000000000002
Rumuruti,2023-06,7.0
Rumuruti,2023-07,12.9
Rumuruti,2023-08,26.8
Rumuruti,2023-09,32.9
Rumuruti,2023-10,63.1
Rumuruti,2023-11,139.6
Rumuruti,2023-12,25.5
Rumuruti,2024-01,97.1
Rumuruti,2024-02,30.0
Rumuruti,2024-03,11.0
Rumuruti,2024-04,166.0
Rumuruti,2024-05,107.9
Rumuruti,2024-06,15.9
Rumuruti,2024-07,161.9
Rumuruti,2024-08,142.3
Rumuruti,2024-09,36.8
Rumuruti,2024-10,37.7
Rumuruti,2024-11,128.1
Rumuruti,2024-12,32.5
Siaya,2022-01,79.19999999999999
Siaya,2022-02,87.3
Siaya,2022-03,131.4
Siaya,2022-04,233.3
Siaya,2022-05,200.0
Siaya,2022-06,42.5
Siaya,2022-07,64.1
Siaya,2022-08,115.7
Siaya,2022-09,138.5
Siaya,2022-10,54.8
Siaya,2022-11,220.9
Siaya,2022-12,180.9
Siaya,2023-01,27.5
Siaya,2023-02,32.1
Siaya,2023-03,278.3
Siaya,2023-04,277.3
Siaya,2023-05,82.7
Siaya,2023-06,91.6
Siaya,2023-07,57.8
Siaya,2023-08,34.6
Siaya,2023-09,128.6
Siaya,2023-10,148.3
Siaya,2023-11,188.9
Siaya,2023-12,112.6
Siaya,2024-01,108.7
Siaya,2024-02,83.7
Siaya,2024-03,77.4
Siaya,2024-04,212.6
Siaya,2024-05,91.3
Siaya,2024-06,67.0
Siaya,2024-07,74.9
Siaya,2024-08,80.5
Siaya,2024-09,138.5
Siaya,2024-10,172.79999999999998
Siaya,2024-11,251.70000000000002
Siaya,2024-12,131.7
Sotik Post,2022-01,60.5
Sotik Post,2022-02,102.8
Sotik Post,2022-03,49.7
Sotik Post,2022-04,118.7
Sotik Post,2022-05,109.0
Sotik Post,2022-06,24.3
Sotik Post,2022-07,21.2
Sotik Post,2022-08,77.6
Sotik Post,2022-09,81.5
Sotik Post,2022-10,43.6
Sotik Post,2022-11,160.5
Sotik Post,2022-12,113.2
Sotik Post,2023-01,2.8000000000000003
Sotik Post,2023-02,3.1
Sotik Post,2023-03,154.7
Sotik Post,2023-04,230.1
Sotik Post,2023-05,55.9
Sotik Post,2023-06,29.9
Sotik Post,2023-07,13.3
Sotik Post,2023-08,27.4
Sotik Post,2023-09,86.9
Sotik Post,2023-10,39.9
Sotik Post,2023-11,289.59999999999997
Sotik Post,2023-12,137.9
Sotik Post,2024-01,189.8
Sotik Post,2024-02,40.4
Sotik Post,2024-03,57.599999999999994
Sotik Post,2024-04,238.9
Sotik Post,2024-05,74.39999999999999
Sotik Post,2024-06,24.7
Sotik Post,2024-07,49.6
Sotik Post,2024-08,31.8
Sotik Post,2024-09,79.3
Sotik Post,2024-10,66.8
Sotik Post,2024-11,211.3
Sotik Post,2024-12,90.3
Thika,2022-01,15.4
Thika,2022-02,18.0
Thika,2022-03,12.1
Thika,2022-04,156.3
Thika,2022-05,51.3
Thika,2022-06,16.6
Thika,2022-07,14.5
Thika,2022-08,26.6
Thika,2022-09,28.9
Thika,2022-10,30.2
Thika,2022-11,103.7
Thika,2022-12,49.5
Thika,2023-01,13.6
Thika,2023-02,3.0999999999999996
Thika,2023-03,74.0
Thika,2023-04,198.0
Thika,2023-05,76.6
Thika,2023-06,21.799999999999997
Thika,2023-07,9.7
Thika,2023-08,21.099999999999998
Thika,2023-09,50.6
Thika,2023-10,69.9
Thika,2023-11,202.79999999999998
Thika,2023-12,32.1
Thika,2024-01,91.60000000000001
Thika,2024-02,24.2
Thika,2024-03,49.3
Thika,2024-04,231.1
Thika,2024-05,110.2
Thika,2024-06,21.0
Thika,2024-07,59.8
Thika,2024-08,26.1
Thika,2024-09,21.200000000000003
Thika,2024-10,51.9
Thika,2024-11,172.5
Thika,2024-12,42.5
Ukunda,2022-01,23.0
Ukunda,2022-02,9.8
Ukunda,2022-03,17.0
Ukunda,2022-04,161.5
Ukunda,2022-05,80.6
Ukunda,2022-06,125.1
Ukunda,2022-07,150.0
Ukunda,2022-08,64.3
Ukunda,2022-09,63.7
Ukunda,2022-10,55.4
Ukunda,2022-11,72.4
Ukunda,2022-12,56.0
Ukunda,2023-01,28.8
Ukunda,2023-02,12.4
Ukunda,2023-03,63.9
Ukunda,2023-04,326.4
Ukunda,2023-05,113.8
Ukunda,2023-06,75.5
Ukunda,2023-07,116.4
Ukunda,2023-08,60.5
Ukunda,2023-09,63.1
Ukunda,2023-10,99.0
Ukunda,2023-11,354.2
Ukunda,2023-12,250.9
Ukunda,2024-01,181.2
Ukunda,2024-02,74.8
Ukunda,2024-03,117.1
Ukunda,2024-04,290.1
Ukunda,2024-05,109.7
Ukunda,2024-06,79.6
Ukunda,2024-07,45.6
Ukunda,2024-08,80.0
Ukunda,2024-09,60.6
Ukunda,2024-10,65.1
Ukunda,2024-11,107.3
Ukunda,2024-12,224.4
Vihiga,2022-01,106.89999999999999
Vihiga,2022-02,70.9
Vihiga,2022-03,89.5
Vihiga,2022-04,214.4
Vihiga,2022-05,204.3
Vihiga,2022-06,66.0
Vihiga,2022-07,112.4
Vihiga,2022-08,193.8
Vihiga,2022-09,153.9
Vihiga,2022-10,118.5
Vihiga,2022-11,208.5
Vihiga,2022-12,149.4
Vihiga,2023-01,2.1
Vihiga,2023-02,20.299999999999997
Vihiga,2023-03,209.0
Vihiga,2023-04,276.1
Vihiga,2023-05,94.6
Vihiga,2023-06,54.9
Vihiga,2023-07,54.6
Vihiga,2023-08,58.8
Vihiga,2023-09,153.1
Vihiga,2023-10,151.8
Vihiga,2023-11,298.5
Vihiga,2023-12,110.7
Vihiga,2024-01,158.8
Vihiga,2024-02,59.2
Vihiga,2024-03,88.10000000000001
Vihiga,2024-04,224.6
Vihiga,2024-05,98.5
Vihiga,2024-06,45.3
Vihiga,2024-07,112.1
Vihiga,2024-08,50.9
Vihiga,2024-09,103.2
Vihiga,2024-10,168.8
Vihiga,2024-11,321.1
Vihiga,2024-12,149.4
Wajir,2022-01,1.6
Wajir,2022-02,0.4
Wajir,2022-03,8.5
Wajir,2022-04,55.1
Wajir,2022-05,24.9
Wajir,2022-06,11.700000000000001
Wajir,2022-07,11.1
Wajir,2022-08,2.0
Wajir,2022-09,3.6999999999999997
Wajir,2022-10,12.8
Wajir,2022-11,14.6
Wajir,2022-12,10.0
Wajir,2023-01,1.3
Wajir,2023-02,0.0
Wajir,2023-03,67.8
Wajir,2023-04,134.2
Wajir,2023-05,10.0
Wajir,2023-06,8.2
Wajir,2023-07,14.1
Wajir,2023-08,7.2
Wajir,2023-09,6.7
Wajir,2023-10,124.4
Wajir,2023-11,297.6
Wajir,2023-12,2.2
Wajir,2024-01,0.7
Wajir,2024-02,0.9
Wajir,2024-03,16.3
Wajir,2024-04,101.3
Wajir,2024-05,28.2
Wajir,2024-06,4.3
Wajir,2024-07,4.1
Wajir,2024-08,10.8
Wajir,2024-09,4.6000000000000005
Wajir,2024-10,2.9
Wajir,2024-11,101.2
Wajir,2024-12,1.8
Webuye,2022-01,70.89999999999999
Webuye,2022-02,19.4
Webuye,2022-03,37.9
Webuye,2022-04,185.5
Webuye,2022-05,214.29999999999998
Webuye,2022-06,116.9
Webuye,2022-07,142.1
Webuye,2022-08,230.3
Webuye,2022-09,116.0
Webuye,2022-10,81.2
Webuye,2022-11,103.9
Webuye,2022-12,65.9
Webuye,2023-01,0.4
Webuye,2023-02,7.5
Webuye,2023-03,129.7
Webuye,2023-04,196.9
Webuye,2023-05,70.2
Webuye,2023-06,83.1
Webuye,2023-07,60.6
Webuye,2023-08,82.2
Webuye,2023-09,116.3
Webuye,2023-10,128.2
Webuye,2023-11,170.9
Webuye,2023-12,48.0
Webuye,2024-01,92.7
Webuye,2024-02,38.3
Webuye,2024-03,44.3
Webuye,2024-04,219.1
Webuye,2024-05,134.7
Webuye,2024-06,73.19999999999999
Webuye,2024-07,118.4
Webuye,2024-08,137.5
Webuye,2024-09,98.10000000000001
Webuye,2024-10,122.0
Webuye,2024-11,178.1
Webuye,2024-12,64.7
Wote,2022-01,17.1
Wote,2022-02,30.5
Wote,2022-03,46.9
Wote,2022-04,150.1
Wote,2022-05,9.9
Wote,2022-06,12.6
Wote,2022-07,26.6
Wote,2022-08,15.0
Wote,2022-09,15.2
Wote,2022-10,40.1
Wote,2022-11,169.3
Wote,2022-12,64.0
Wote,2023-01,19.6
Wote,2023-02,4.0
Wote,2023-03,100.69999999999999
Wote,2023-04,170.9
Wote,2023-05,73.5
Wote,2023-06,40.0
Wote,2023-07,20.8
Wote,2023-08,16.8
Wote,2023-09,32.4
Wote,2023-10,117.2
Wote,2023-11,293.40000000000003
Wote,2023-12,65.1
Wote,2024-01,85.6
Wote,2024-02,26.4
Wote,2024-03,119.9
Wote,2024-04,175.3
Wote,2024-05,57.9
Wote,2024-06,14.9
Wote,2024-07,22.8
Wote,2024-08,40.8
Wote,2024-09,19.8
Wote,2024-10,42.2
Wote,2024-11,166.5
Wote,2024-12,114.5
Wundanyi,2022-01,20.900000000000002
Wundanyi,2022-02,81.6
Wundanyi,2022-03,31.6
Wundanyi,2022-04,118.5
Wundanyi,2022-05,30.4
Wundanyi,2022-06,13.6
Wundanyi,2022-07,26.7
Wundanyi,2022-08,27.2
Wundanyi,2022-09,15.4
Wundanyi,2022-10,17.9
Wundanyi,2022-11,170.6
Wundanyi,2022-12,49.8
Wundanyi,2023-01,37.7
Wundanyi,2023-02,8.200000000000001
Wundanyi,2023-03,123.8
Wundanyi,2023-04,206.9
Wundanyi,2023-05,67.9
Wundanyi,2023-06,27.099999999999998
Wundanyi,2023-07,20.5
Wundanyi,2023-08,29.0
Wundanyi,2023-09,36.6
Wundanyi,2023-10,106.6
Wundanyi,2023-11,440.5
Wundanyi,2023-12,202.8
Wundanyi,2024-01,69.9
Wundanyi,2024-02,80.8
Wundanyi,2024-03,128.7
Wundanyi,2024-04,235.2
Wundanyi,2024-05,47.2
Wundanyi,2024-06,29.3
Wundanyi,2024-07,13.1
Wundanyi,2024-08,43.1
Wundanyi,2024-09,21.8
Wundanyi,2024-10,59.3
Wundanyi,2024-11,192.8
Wundanyi,2024-12,153.0
